run_id,model,weighting,feature_mode,feature_space,num_features,seed,optimal_threshold,val_illicit_f1,val_pr_auc,val_illicit_precision,val_illicit_recall,val_roc_auc,test_illicit_f1,test_pr_auc,test_illicit_precision,test_illicit_recall,test_macro_f1,test_roc_auc,test_mcc,test_accuracy,test_tp,test_fp,test_tn,test_fn
65,XGBoost,Standard,full,Full Features (165),165,999,0.68,0.9461358313817331,0.9605964555445002,0.9926289926289926,0.9038031319910514,0.9906141492332957,0.7223300970873786,0.678647482060152,0.9441624365482234,0.5849056603773585,0.8544633895315982,0.8949601164368696,0.7321316800403066,0.9744277539341917,372,22,10526,264
66,XGBoost,Weighted,full,Full Features (165),165,42,0.81,0.9419953596287703,0.9587340906940457,0.9783132530120482,0.9082774049217002,0.9896241086860296,0.7262247838616714,0.6771742991333128,0.9333333333333333,0.5943396226415094,0.8564307208097217,0.8919110123711195,0.7335962079807267,0.9745171673819742,378,27,10521,258
67,XGBoost,Weighted,full,Full Features (165),165,123,0.84,0.9425556858147714,0.9619596198735504,0.9901477832512315,0.8993288590604027,0.9906376793449572,0.723404255319149,0.6717615579456605,0.9396984924623115,0.5880503144654088,0.8549992121256849,0.881300637039899,0.7322724721144978,0.9744277539341917,374,24,10524,262
68,XGBoost,Weighted,full,Full Features (165),165,456,0.87,0.940628637951106,0.9577430289463669,0.9805825242718447,0.9038031319910514,0.989326652557479,0.7230320699708455,0.6664170704295114,0.9465648854961832,0.5849056603773585,0.8548381213062437,0.8767427071929937,0.7331478247909494,0.9745171673819742,372,21,10527,264
69,XGBoost,Weighted,full,Full Features (165),165,789,0.82,0.9410404624277456,0.9587832338147964,0.9736842105263158,0.9105145413870246,0.9893821481038504,0.7075471698113207,0.6734053618443548,0.8844339622641509,0.589622641509434,0.8464993217181251,0.8888483434816101,0.7093547840545213,0.9722818311874106,375,49,10499,261
70,XGBoost,Weighted,full,Full Features (165),165,999,0.82,0.9418604651162791,0.9582067749545278,0.9806295399515739,0.9060402684563759,0.9885279606541015,0.7182425978987583,0.67293245245481,0.9148418491484185,0.5911949685534591,0.8522032369447827,0.8839130581254189,0.723620233646565,0.9736230329041488,376,35,10513,260
71,MLP,Standard,full,Full Features (165),165,42,0.2,0.8528389339513326,0.8634358443026257,0.8846153846153846,0.8232662192393736,0.9771593650066395,0.5988593155893536,0.5092950357942838,0.7572115384615384,0.49528301886792453,0.789530990127197,0.8465925758974249,0.5943940554459478,0.9622675250357654,315,101,10447,321
72,MLP,Standard,full,Full Features (165),165,123,0.08,0.8376844494892168,0.8491725901177292,0.8502304147465438,0.825503355704698,0.9769906585456702,0.5912408759124088,0.5064642195295194,0.7043478260869566,0.5094339622641509,0.7850901634169039,0.8490327535340093,0.5790432415579686,0.9599427753934192,324,136,10412,312
73,MLP,Standard,full,Full Features (165),165,456,0.08,0.8253968253968254,0.8303433872668007,0.8367816091954023,0.814317673378076,0.9759167087322909,0.5831739961759083,0.5131146620971969,0.7439024390243902,0.47955974842767296,0.781362816491481,0.8445597901655922,0.578716882957814,0.9610157367668097,305,105,10443,331
74,MLP,Standard,full,Full Features (165),165,789,0.46,0.7628607277289837,0.8137561107200743,0.8685714285714285,0.680089485458613,0.964822483066089,0.5520082389289392,0.4882000211430147,0.8,0.42138364779874216,0.7658391430659091,0.859166422201711,0.5638682792728841,0.9611051502145923,268,67,10481,368
